experiment_name;fold;step;epoch;loss;accuracy;precision;recall;f1
basic_02_RandomForest;0;valid;;;0.5038;0.5019118534916482;0.9976;0.6678270183424824
basic_02_RandomForest;0;test;;;0.50344;0.99744;0.5017303822937625;0.6676305220883534
basic_02_RandomForest;1;valid;;;0.9972;0.9995980707395499;0.9948;0.9971932638331997
basic_02_RandomForest;1;test;;;0.54288;0.99664;0.5224794497567522;0.685560202509355
basic_02_RandomForest;2;valid;;;0.999;1.0;0.998;0.998998998998999
basic_02_RandomForest;2;test;;;0.54328;0.99648;0.5227024758707511;0.6857142857142858
basic_02_RandomForest;3;valid;;;0.998;1.0;0.996;0.9979959919839679
basic_02_RandomForest;3;test;;;0.5406;0.99664;0.5212334211957659;0.6844866899261008
basic_02_RandomForest;4;valid;;;0.999;1.0;0.998;0.998998998998999
basic_02_RandomForest;4;test;;;0.54296;0.99536;0.5225535489290214;0.6853208482511705
