experiment_name;fold;step;epoch;loss;accuracy;precision;recall;f1
full_RandomForest;0;valid;;;0.848;0.8395784543325527;0.8604;0.8498617147372581
full_RandomForest;0;test;;;0.84316;0.83352;0.849906191369606;0.8416333454501393
full_RandomForest;1;valid;;;0.844;0.8409992069785884;0.8484;0.84468339307049
full_RandomForest;1;test;;;0.84696;0.84376;0.849194847020934;0.8464686998394862
full_RandomForest;2;valid;;;0.8324;0.8450996677740864;0.814;0.8292583537082314
full_RandomForest;2;test;;;0.84312;0.82968;0.8525978296612956;0.840982808952319
full_RandomForest;3;valid;;;0.8356;0.8481327800829875;0.8176;0.8325865580448065
full_RandomForest;3;test;;;0.8416;0.83064;0.8492556846065762;0.839844697888862
full_RandomForest;4;valid;;;0.8276;0.8345588235294118;0.8172;0.8257881972514147
full_RandomForest;4;test;;;0.84036;0.82608;0.8503664662768673;0.8380473156677354
